currency,nodes,wallets,miners,transactions,interval,shards,average block time,block size,messages,mode,tps,no. of blocks generated,blocktime in configuration file,sig_scheme,broadcast_protocol,shard_comm_protocol,broadcast_cpu_seconds,hop_p50,hop_p90,hop_p99,hop_max
memo,1024,65536000,1024,65536000,0.01,16,16.413951771303456,65536,1430498,sharded,3836.3810379548095,300,18.75,ed25519,plumtree,kademlia,132.14620000000002,6,8,9,13
