currency,nodes,wallets,miners,transactions,interval,shards,average block time,block size,messages,mode,tps,no. of blocks generated,blocktime in configuration file,sig_scheme,broadcast_protocol,shard_comm_protocol,verify_mode,seed,conflict_check,broadcast_cpu_seconds,hop_p50,hop_p90,hop_p99,hop_max
memo,1000,131072000,1000,131072000,0.01,128,272.1467960374796,131072,13406904,sharded,479.56415397970045,1000,300.0,ed25519,gossip,direct,shard,4,nonce_hash_set,1274.9000000000362,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,34.46705749546535,131072,12958126,sharded,3786.8945446582507,1000,37.5,ed25519,gossip,direct,shard,0,nonce_hash_set,1265.9300000000342,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,34.47900457493827,131072,11341710,sharded,3785.344780367218,1000,37.5,ed25519,gossip,direct,shard,1,nonce_hash_set,1117.7600000000105,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,34.55966340845523,131072,11790610,sharded,3775.0286644308367,1000,37.5,ed25519,gossip,direct,shard,2,nonce_hash_set,1162.6600000000133,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,34.454879422045025,131072,13496686,sharded,3787.6386215562093,1000,37.5,ed25519,gossip,direct,shard,3,nonce_hash_set,1252.440000000036,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,34.389651210981576,131072,13406904,sharded,3795.0907730731487,1000,37.5,ed25519,gossip,direct,shard,4,nonce_hash_set,1274.9000000000362,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,4.679684188995787,131072,12958126,sharded,27891.435987694065,1000,4.6875,ed25519,gossip,direct,shard,0,nonce_hash_set,1265.9300000000342,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,4.681063184810181,131072,11341710,sharded,27881.469411375278,1000,4.6875,ed25519,gossip,direct,shard,1,nonce_hash_set,1117.7600000000105,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,4.689550686064839,131072,11790610,sharded,27820.089542411264,1000,4.6875,ed25519,gossip,direct,shard,2,nonce_hash_set,1162.6600000000133,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,4.679159389238989,131072,13496686,sharded,27890.187348635016,1000,4.6875,ed25519,gossip,direct,shard,3,nonce_hash_set,1252.440000000036,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,4.670510887363386,131072,13406904,sharded,27943.805538086872,1000,4.6875,ed25519,gossip,direct,shard,4,nonce_hash_set,1274.9000000000362,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,545.1114413827848,131072,12958126,sharded,239.44298741721852,1000,600.0,ed25519,gossip,direct,shard,0,nonce_hash_set,1265.9300000000342,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,545.3094408461188,131072,11341710,sharded,239.3410240568897,1000,600.0,ed25519,gossip,direct,shard,1,nonce_hash_set,1117.7600000000105,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,546.6275632643957,131072,11790610,sharded,238.67021856871975,1000,600.0,ed25519,gossip,direct,shard,2,nonce_hash_set,1162.6600000000133,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,544.904385709137,131072,13496686,sharded,239.49638766471705,1000,600.0,ed25519,gossip,direct,shard,3,nonce_hash_set,1252.440000000036,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,543.8692908169932,131072,13406904,sharded,239.96914369617537,1000,600.0,ed25519,gossip,direct,shard,4,nonce_hash_set,1274.9000000000362,2,2,2,3
