currency,nodes,wallets,miners,transactions,interval,shards,average block time,block size,messages,mode,tps,no. of blocks generated,blocktime in configuration file,sig_scheme,broadcast_protocol,shard_comm_protocol,verify_mode,seed,conflict_check,broadcast_cpu_seconds,hop_p50,hop_p90,hop_p99,hop_max
memo,1000,1024000,1000,1024000,0.01,128,8.523123167515983,1024,13496686,sharded,119.73826729262576,1000,9.375,ed25519,gossip,direct,shard,3,nonce_hash_set,1252.440000000036,2,2,2,3
memo,1000,1024000,1000,1024000,0.01,128,8.50695448150866,1024,13406904,sharded,119.97431069115106,1000,9.375,ed25519,gossip,direct,shard,4,nonce_hash_set,1274.9000000000362,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,0.20208443841901103,131072,12958126,sharded,645884.0325417214,1000,0.146484375,ed25519,gossip,direct,shard,0,nonce_hash_set,1265.9300000000342,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,0.20398519336237317,131072,11341710,sharded,639825.4591358718,1000,0.146484375,ed25519,gossip,direct,shard,1,nonce_hash_set,1117.7600000000105,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,0.20188172129981424,131072,11790610,sharded,646238.3972160041,1000,0.146484375,ed25519,gossip,direct,shard,2,nonce_hash_set,1162.6600000000133,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,0.2027811839456381,131072,13496686,sharded,643563.8132726621,1000,0.146484375,ed25519,gossip,direct,shard,3,nonce_hash_set,1252.440000000036,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,0.20222693538925202,131072,13406904,sharded,645373.2177110194,1000,0.146484375,ed25519,gossip,direct,shard,4,nonce_hash_set,1274.9000000000362,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,0.32916826292516915,131072,12958126,sharded,396523.98697280313,1000,0.29296875,ed25519,gossip,direct,shard,0,nonce_hash_set,1265.9300000000342,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,0.33185762239009,131072,11341710,sharded,393285.8888700863,1000,0.29296875,ed25519,gossip,direct,shard,1,nonce_hash_set,1117.7600000000105,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,0.3292774315334237,131072,11790610,sharded,396212.15275046,1000,0.29296875,ed25519,gossip,direct,shard,2,nonce_hash_set,1162.6600000000133,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,0.33023615898441105,131072,13496686,sharded,395179.71745232306,1000,0.29296875,ed25519,gossip,direct,shard,3,nonce_hash_set,1252.440000000036,2,2,2,3
