currency,nodes,wallets,miners,transactions,interval,shards,average block time,block size,messages,mode,tps,no. of blocks generated,blocktime in configuration file
memo,1000,1000,1000,1000,0.01,4,78.59771692701034,32768,31217,sharded,410.4325898688173,31,75.0
memo,1000,1000,1000,1000,0.01,4,24.708608530587053,32768,31217,sharded,1305.5799753432166,31,18.75
memo,1000,1000,1000,1000,0.01,4,302.3121496404842,32768,31217,sharded,106.70780037948249,31,300.0
memo,1000,1000,1000,1000,0.01,4,187.9118351673714,32768,31217,sharded,171.67127598640164,31,150.0
memo,1000,1000,1000,1000,0.01,4,1173.4388306793207,16384,62434,sharded,13.74595065064159,62,1200.0
memo,1000,1000,1000,1000,0.01,4,651.716973981355,16384,62434,sharded,24.750057006380782,62,600.0
memo,1000,1000,1000,1000,0.01,4,35.91502657024144,16384,62434,sharded,449.11653417596466,62,37.5
memo,1000,1000,1000,1000,0.01,4,10.531748731018928,16384,62434,sharded,1531.5625799689928,62,9.375
memo,1000,1000,1000,1000,0.01,4,5.424055387306814,16384,62434,sharded,2973.7956392944398,62,4.6875
memo,1000,1000,1000,1000,0.01,4,77.32569788148487,16384,62434,sharded,208.59859917186398,62,75.0
memo,1000,1000,1000,1000,0.01,4,19.80298119676484,16384,62434,sharded,814.5254544148956,62,18.75
memo,1000,1000,1000,1000,0.01,4,170.73253073136274,16384,62434,sharded,94.47544758440992,62,150.0
memo,1000,1000,1000,1000,0.01,4,302.1668815646723,16384,62434,sharded,53.381205029950415,62,300.0
memo,1000,1000,1000,1000,0.01,4,1125.2271928378402,8192,123861,sharded,7.226168504074538,123,1200.0
memo,1000,1000,1000,1000,0.01,4,37.98200120026206,8192,123861,sharded,214.07722194366386,123,37.5
memo,1000,1000,1000,1000,0.01,4,289.2417884333455,8192,123861,sharded,28.111710084681555,123,300.0
memo,1000,1000,1000,1000,0.01,4,10.301089683546513,8192,123861,sharded,789.3418609684016,123,9.375
memo,1000,1000,1000,1000,0.01,4,5.612889446056774,8192,123861,sharded,1448.6444778500565,123,4.6875
memo,1000,1000,1000,1000,0.01,4,74.48512689048101,8192,123861,sharded,109.1638242459937,123,75.0
memo,1000,1000,1000,1000,0.01,4,617.4805567152503,8192,123861,sharded,13.16815762437462,123,600.0
memo,1000,1000,1000,1000,0.01,4,160.8812382431865,8192,123861,sharded,50.54089208663441,123,150.0
memo,1000,1000,1000,1000,0.01,4,18.37997621919456,8192,123861,sharded,442.38802073756574,123,18.75
memo,1000,1000,1000,1000,0.01,4,10.105919881664096,4096,246715,sharded,403.98426871250393,245,9.375
memo,1000,1000,1000,1000,0.01,4,159.7467912548042,4096,246715,sharded,25.55689927160552,245,150.0
memo,1000,1000,1000,1000,0.01,4,37.73088604826276,4096,246715,sharded,108.20399626552637,245,37.5
memo,1000,1000,1000,1000,0.01,4,1247.1577011855434,4096,246715,sharded,3.2735496474746455,245,1200.0
memo,1000,1000,1000,1000,0.01,4,17.807193968633424,4096,246715,sharded,229.2687247778959,245,18.75
memo,1000,1000,1000,1000,0.01,4,304.3449655870301,4096,246715,sharded,13.41449051140542,245,300.0
memo,1000,1000,1000,1000,0.01,4,5.224808506654968,4096,246715,sharded,781.3937387104377,245,4.6875
memo,1000,1000,1000,1000,0.01,4,597.8486484794585,4096,246715,sharded,6.828873266578105,245,600.0
memo,1000,1000,1000,1000,0.01,4,79.83177249158733,4096,246715,sharded,51.14044854123027,245,75.0
memo,1000,1000,1000,1000,0.01,4,9.608823535349247,2048,492423,sharded,212.92822867693138,489,9.375
memo,1000,1000,1000,1000,0.01,4,576.1418045880991,2048,492423,sharded,3.551191319147312,489,600.0
memo,1000,1000,1000,1000,0.01,4,1222.8175261746933,2048,492423,sharded,1.6731766852013799,489,1200.0
memo,1000,1000,1000,1000,0.01,4,5.1319885549359645,2048,492423,sharded,398.67387722119616,489,4.6875
memo,1000,1000,1000,1000,0.01,4,36.786992942596136,2048,492423,sharded,55.617206283856014,489,37.5
memo,1000,1000,1000,1000,0.01,4,18.249330714859937,2048,492423,sharded,112.11314031287353,489,18.75
