currency,nodes,wallets,miners,transactions,interval,shards,average block time,block size,messages,mode,tps,no. of blocks generated
memo,1000,1000,1000,1000,0.01,32,0.3577488578897675,1800,591028,sharded,5030.235908212549,556
memo,1000,1000,1000,1000,0.01,256,0.3449950876371826,1800,840116,sharded,5216.193550476471,556
memo,1000,1000,1000,1000,0.01,16,0.4071455424414681,1800,573236,sharded,4419.945605416629,556
memo,1000,1000,1000,1000,0.01,128,0.3323510038248676,1800,697780,sharded,5414.640336177277,556
memo,1000,1000,1000,1000,0.01,1,1.8620733702496828,1800,556556,conventional,966.4287024510941,556
memo,1000,1000,1000,1000,0.01,2,1.1388810877941626,1800,557668,sharded,1580.113297486228,556
memo,1000,1000,1000,1000,0.01,6,0.5768981466636356,1800,562116,sharded,3119.3741243346085,556
memo,1000,1000,1000,1000,0.01,9,0.48678959729679333,1800,565452,sharded,3696.79459272001,556
memo,1000,1000,1000,1000,0.01,4,0.721488348776059,1800,559892,sharded,2494.234528016887,556
memo,1000,1000,1000,1000,0.01,64,0.33561228484530964,1800,626612,sharded,5362.024074621077,556
memo,1000,1000,1000,1000,0.01,8,0.5077292128168335,1800,564340,sharded,3544.332501758846,556
